Text,is_rule,ID,source,class_resolved,metadata
No individual flight has a rise between landings of more than 1800mm.,1.0,,baseline,self-contained,{'ID': '42_UK_DocM_V1_AccessAndUseOfBuildings'}
"Where a lift is provided, it should be suitable for a wheelchair user.",1.0,,baseline,self-contained,{'ID': '22_UK_DocM_V1_AccessAndUseOfBuildings'}
"It would be beneficial if entrance doors to wheelchair-accessible bedrooms were powered opening, as this could avoid the need for the 300mm access space adjacent to the leading edge of the door.",1.0,,baseline,self-contained,{'ID': '143_UK_DocM_V2_AccessAndUseOfBuildings'}
Main distribution routes should be through vertical risers to minimise heat gains into common spaces.,1.0,,baseline,self-contained,{'ID': '44_UK_DocO_Overheating'}
"Wheelchair users should be able to manoeuvre around and use the facilities in the room, and operate switches and controls.",1.0,,baseline,self-contained,{'ID': '145_UK_DocM_V2_AccessAndUseOfBuildings'}
"In large building complexes, such as retail parks and large sports centres, there should be one wheelchair-accessible unisex toilet capable of including an adult changing table.",1.0,,baseline,self-contained,{'ID': '178_UK_DocM_V2_AccessAndUseOfBuildings'}
"An entrance door should be included, which should be shut all the time.",1.0,,baseline,self-contained,{'ID': '56_UK_DocO_Overheating'}
"In principle, suitable sanitary accommodation should be available to everybody, including sanitary accommodation designed for wheelchair users, ambulant disabled people, people of either sex with babies and small children or people encumbered by luggage.",1.0,,baseline,self-contained,{'ID': '155_UK_DocM_V2_AccessAndUseOfBuildings'}
"At night, windows, patio doors and balcony doors should be modelled as closed.",1.0,,baseline,self-contained,{'ID': '55_UK_DocO_Overheating'}
"Refreshment facilities, such as restaurants and bars, should be designed so that they can be reached and used by all people independently or with companions.",1.0,,baseline,self-contained,{'ID': '137_UK_DocM_V2_AccessAndUseOfBuildings'}
"Consideration should be given to installing a fold-down table, e.g. for baby changing.",1.0,,baseline,self-contained,{'ID': '168_UK_DocM_V2_AccessAndUseOfBuildings'}
"In general, accessible bedrooms should be no less advantageously situated than other bedrooms.",1.0,,baseline,self-contained,{'ID': '142_UK_DocM_V2_AccessAndUseOfBuildings'}
"Changing places toilets, facilities designed for individuals with complex and multiple impairments who may require the assistance of up to two assistants, should be provided in addition to any wheelchair-accessible accommodation in separate-sex toilet washrooms, wheelchair-accessible unisex toileting facilities and baby changing facilities.",1.0,,baseline,self-contained,{'ID': '160_UK_DocM_V2_AccessAndUseOfBuildings'}
Uplighters mounted at low or floor level can disorientate some visually impaired people and should be avoided.,1.0,,baseline,self-contained,{'ID': '153_UK_DocM_V2_AccessAndUseOfBuildings'}
Capacities should be derived from the combined total of a buildings publicly accessible facilities.,1.0,,baseline,self-contained,{'ID': '162_UK_DocM_V2_AccessAndUseOfBuildings'}
"Each residential unit, shared communal room and common space should be categorised separately.",1.0,,baseline,self-contained,{'ID': '25_UK_DocO_Overheating'}
Wheelchair users should be able to reach all the facilities available within the building.,1.0,,baseline,self-contained,{'ID': '141_UK_DocM_V2_AccessAndUseOfBuildings'}
"Artificial lighting should be designed to give good colour rendering of all surfaces, without creating glare or pools of bright light and strong shadows.",1.0,,baseline,self-contained,{'ID': '152_UK_DocM_V2_AccessAndUseOfBuildings'}
"All users should be able to locate a control, know which setting it is on and use it without inadvertently changing its setting.",1.0,,baseline,self-contained,{'ID': '148_UK_DocM_V2_AccessAndUseOfBuildings'}
Consideration should be given to installing a chemical sanitary waste disposal unit in wheelchair-accessible WC accommodation.,1.0,,baseline,self-contained,{'ID': '164_UK_DocM_V2_AccessAndUseOfBuildings'}
The internal temperature exceeds 23C at 11pm.,1.0,,baseline,self-contained,{'ID': '53_UK_DocO_Overheating'}
The building control body should be provided with a report that demonstrates that the residential building passes CIBSEs TM59 assessment of overheating.,1.0,,baseline,self-contained,{'ID': '47_UK_DocO_Overheating'}
Standard WC compartments should also have a minimum manoeuvring space clear of any door swing.,1.0,,baseline,self-contained,{'ID': '170_UK_DocM_V2_AccessAndUseOfBuildings'}
The equivalent area of the opening should meet or exceed the free area of the opening.,1.0,,baseline,self-contained,{'ID': '39_UK_DocO_Overheating'}
"The type and quality of public address, hearing enhancement and telephone systems should be chosen carefully to ensure intelligibility.",1.0,,baseline,self-contained,{'ID': '151_UK_DocM_V2_AccessAndUseOfBuildings'}
"Wheelchair-accessible bedrooms should be sufficiently spacious to enable a wheelchair user to transfer to one side of a bed, with or without assistance.",1.0,,baseline,self-contained,{'ID': '144_UK_DocM_V2_AccessAndUseOfBuildings'}
"In general, the findings indicate that there should be at least the same number of WCs (for women) as urinals (for men) and for some building types, e.g. large retail buildings, at least twice as many.",1.0,,baseline,self-contained,{'ID': '172_UK_DocM_V2_AccessAndUseOfBuildings'}
"A unit that contains both living accommodation and space for commercial purposes (e.g. as aworkshop or office) should be treated as a residential building, as long as the commercial part canrevert to residential use.",1.0,,baseline,self-contained,{'ID': '3_UK_DocO_Overheating'}
Consideration should be given to providing a low level urinal for children in male washrooms.,1.0,,baseline,self-contained,{'ID': '174_UK_DocM_V2_AccessAndUseOfBuildings'}
"WC compartment doors, and doors to wheelchair-accessible unisex toilets, changing rooms or shower rooms have an emergency release mechanism so that they are capable of being opened outwards, from the outside , in case of emergency.",1.0,,baseline,self-contained,{'ID': '159_UK_DocM_V2_AccessAndUseOfBuildings'}
"The compartment should be fitted with support rails, and include a minimum activity space to accommodate people who use crutches, or otherwise have impaired leg movements.",1.0,,baseline,self-contained,{'ID': '167_UK_DocM_V2_AccessAndUseOfBuildings'}
Wheelchair users and ambulant disabled people should be able to wash or bathe either independently or with assistance from others.,1.0,,baseline,self-contained,{'ID': '181_UK_DocM_V2_AccessAndUseOfBuildings'}
"Wheelchair users should be able to approach, transfer to and use the sanitary facilities provided within a building.",1.0,,baseline,self-contained,{'ID': '163_UK_DocM_V2_AccessAndUseOfBuildings'}
NOTE: Any method to reduce overheating risk in residential buildings must comply with all other parts of the Building Regulations.,1.0,,baseline,self-contained,{'ID': '65_UK_DocO_Overheating'}
"All public areas, including lavatory accommodation, public telephones and external terraces should be accessible.",1.0,,baseline,self-contained,{'ID': '138_UK_DocM_V2_AccessAndUseOfBuildings'}
It should be recognised that there is the danger where adjacent spaces each have an induction loop system that the signals may overlap.,1.0,,baseline,self-contained,{'ID': '154_UK_DocM_V2_AccessAndUseOfBuildings'}
"in clothes shops, the dimensions and fittings recommended for an individual changing cubicle in a sports building should be provided.",1.0,,baseline,self-contained,{'ID': '177_UK_DocM_V2_AccessAndUseOfBuildings'}
Taps and WC cubicle doors should be operable by people with limited strength or manual dexterity and doors to cubicles should be capable of being opened if a person has collapsed against them while inside the cubicle.,1.0,,baseline,self-contained,{'ID': '156_UK_DocM_V2_AccessAndUseOfBuildings'}
"Where a separate-sex toilet washroom can be accessed by wheelchair users, it should be possible for them to use both a urinal, where appropriate, and a washbasin at a lower height than is provided for other users.",1.0,,baseline,self-contained,{'ID': '171_UK_DocM_V2_AccessAndUseOfBuildings'}
The building should be constructed to meet requirement O1 using passive means as far as reasonably practicable.,1.0,,baseline,self-contained,{'ID': '63_UK_DocO_Overheating'}
Any combined facility should be divided into distinct wet and dry areas.,1.0,,baseline,self-contained,{'ID': '176_UK_DocM_V2_AccessAndUseOfBuildings'}
"For example, glare and reflections from shiny surfaces, and large repeating patterns, should be avoided in spaces where visual acuity is critical as they will hamper communication for people with impaired vision, and those who lip read or use sign language.",1.0,,baseline,self-contained,{'ID': '150_UK_DocM_V2_AccessAndUseOfBuildings'}
"For absorption chillers used in conjunction with onsite CHP or a district heat network or community heating system, the CO2 emissions and primary energy should be calculated in the same way as when using CHP for heating.",1.0,,baseline,self-contained,{'ID': '284_UK_DocM_V2_AccessAndUseOfBuildings'}
Supply temperature control should be provided via a variable set point with outdoor temperature compensation.,1.0,,baseline,self-contained,{'ID': '307_UK_DocM_V2_AccessAndUseOfBuildings'}
Air handling units should be made and assembled so as to be reasonably airtight.,1.0,,baseline,self-contained,{'ID': '300_UK_DocM_V2_AccessAndUseOfBuildings'}
Timing and temperature demand control should be provided.,1.0,,baseline,self-contained,{'ID': '257_UK_DocM_V2_AccessAndUseOfBuildings'}
"NOTE: For example, if the total system output is made up of three equally sized boilers, at 15% of system output the lead boiler will be operating at 45% of its rated output with the other two boilers switched off.",1.0,,baseline,self-contained,{'ID': '244_UK_DocM_V2_AccessAndUseOfBuildings'}
"If the building has a floor area greater than 150m2, heating should be split into different heating zones and each zone should have separate controls for timing and temperature demand.",1.0,,baseline,self-contained,{'ID': '258_UK_DocM_V2_AccessAndUseOfBuildings'}
"If efficiencies at below 30% are required and unavailable, the boiler efficiency may be taken as equal to that at 30% load.",1.0,,baseline,self-contained,{'ID': '246_UK_DocM_V2_AccessAndUseOfBuildings'}
A district heat network that is being connected to a new building should not have a CO2 emission factor for delivered heat to the building which is greater than 0.350kgCO2/kWh.,1.0,,baseline,self-contained,{'ID': '336_UK_DocM_V2_AccessAndUseOfBuildings'}
Ventilation ductwork should be made and assembled so as to be reasonably airtight.,1.0,,baseline,self-contained,{'ID': '299_UK_DocM_V2_AccessAndUseOfBuildings'}
"System controls should be wired so that when there is no demand for space heating or hot water, the heating appliance, if appropriate, and pump are switched off.",1.0,,baseline,self-contained,{'ID': '306_UK_DocM_V2_AccessAndUseOfBuildings'}
"NOTE: All boilers should be used in the calculation, including any that are identical.",1.0,,baseline,self-contained,{'ID': '249_UK_DocM_V2_AccessAndUseOfBuildings'}
